timestamp,open,high,low,close,volume
2025-03-24 00:00:00,0.17261000,0.17468000,0.17216000,0.17265000,33770725.00000000
2025-03-24 01:00:00,0.17266000,0.17274000,0.17068000,0.17084000,23638398.00000000
2025-03-24 02:00:00,0.17084000,0.17243000,0.17070000,0.17218000,12440368.00000000
2025-03-24 03:00:00,0.17217000,0.17477000,0.17210000,0.17374000,36864838.00000000
2025-03-24 04:00:00,0.17374000,0.17549000,0.17374000,0.17487000,42650763.00000000
2025-03-24 05:00:00,0.17487000,0.17535000,0.17430000,0.17489000,24335692.00000000
2025-03-24 06:00:00,0.17489000,0.17599000,0.17489000,0.17563000,29504498.00000000
2025-03-24 07:00:00,0.17564000,0.17590000,0.17446000,0.17492000,27855308.00000000
2025-03-24 08:00:00,0.17491000,0.17680000,0.17487000,0.17625000,40687059.00000000
2025-03-24 09:00:00,0.17625000,0.17662000,0.17557000,0.17608000,27312136.00000000
2025-03-24 10:00:00,0.17608000,0.17703000,0.17570000,0.17678000,36084547.00000000
2025-03-24 11:00:00,0.17678000,0.17720000,0.17607000,0.17701000,30534295.00000000
2025-03-24 12:00:00,0.17702000,0.17750000,0.17601000,0.17653000,36338656.00000000
2025-03-24 13:00:00,0.17653000,0.17698000,0.17551000,0.17697000,34839563.00000000
2025-03-24 14:00:00,0.17697000,0.18501000,0.17680000,0.18199000,215542229.00000000
2025-03-24 15:00:00,0.18200000,0.18404000,0.18130000,0.18347000,99136119.00000000
2025-03-24 16:00:00,0.18348000,0.18473000,0.18046000,0.18164000,69045482.00000000
2025-03-24 17:00:00,0.18164000,0.18318000,0.18133000,0.18296000,28721982.00000000
2025-03-24 18:00:00,0.18297000,0.18797000,0.18240000,0.18708000,124455406.00000000
2025-03-24 19:00:00,0.18708000,0.18874000,0.18584000,0.18641000,99376261.00000000
2025-03-24 20:00:00,0.18641000,0.18908000,0.18515000,0.18583000,74245838.00000000
2025-03-24 21:00:00,0.18584000,0.18625000,0.18469000,0.18560000,33736347.00000000
2025-03-24 22:00:00,0.18560000,0.18605000,0.18320000,0.18356000,34965661.00000000
2025-03-24 23:00:00,0.18357000,0.18380000,0.18192000,0.18300000,48423597.00000000
2025-03-25 00:00:00,0.18299000,0.18679000,0.18229000,0.18616000,56682340.00000000
2025-03-25 01:00:00,0.18616000,0.18617000,0.18309000,0.18543000,33693878.00000000
2025-03-25 02:00:00,0.18542000,0.18795000,0.18408000,0.18529000,58771981.00000000
2025-03-25 03:00:00,0.18529000,0.18576000,0.18147000,0.18197000,56413974.00000000
2025-03-25 04:00:00,0.18198000,0.18318000,0.18084000,0.18295000,36438468.00000000
2025-03-25 05:00:00,0.18294000,0.18507000,0.18224000,0.18471000,28690125.00000000
2025-03-25 06:00:00,0.18471000,0.18520000,0.18292000,0.18329000,29047037.00000000
2025-03-25 07:00:00,0.18330000,0.18409000,0.18229000,0.18303000,24379640.00000000
2025-03-25 08:00:00,0.18303000,0.18459000,0.18254000,0.18434000,23487958.00000000
2025-03-25 09:00:00,0.18435000,0.18643000,0.18352000,0.18568000,41616734.00000000
2025-03-25 10:00:00,0.18568000,0.18697000,0.18469000,0.18617000,28403534.00000000
2025-03-25 11:00:00,0.18618000,0.18721000,0.18536000,0.18600000,46177320.00000000
2025-03-25 12:00:00,0.18601000,0.18682000,0.18456000,0.18466000,43013780.00000000
2025-03-25 13:00:00,0.18466000,0.18943000,0.18453000,0.18730000,79056641.00000000
2025-03-25 14:00:00,0.18731000,0.19250000,0.18608000,0.19166000,113360317.00000000
2025-03-25 15:00:00,0.19166000,0.19362000,0.19008000,0.19074000,120288599.00000000
2025-03-25 16:00:00,0.19075000,0.19202000,0.18877000,0.18986000,56650041.00000000
2025-03-25 17:00:00,0.18986000,0.19337000,0.18986000,0.19202000,43600924.00000000
2025-03-25 18:00:00,0.19201000,0.19328000,0.19051000,0.19204000,81425318.00000000
2025-03-25 19:00:00,0.19203000,0.19309000,0.19020000,0.19113000,47796881.00000000
2025-03-25 20:00:00,0.19113000,0.19197000,0.18944000,0.19003000,38245520.00000000
2025-03-25 21:00:00,0.19004000,0.19342000,0.18992000,0.19086000,56650652.00000000
2025-03-25 22:00:00,0.19086000,0.19174000,0.18882000,0.18943000,67862917.00000000
2025-03-25 23:00:00,0.18944000,0.19106000,0.18869000,0.19062000,22140246.00000000
2025-03-26 00:00:00,0.19063000,0.19463000,0.18932000,0.19313000,86451994.00000000
2025-03-26 01:00:00,0.19313000,0.19595000,0.19278000,0.19468000,66346241.00000000
2025-03-26 02:00:00,0.19468000,0.19495000,0.19228000,0.19288000,52429115.00000000
2025-03-26 03:00:00,0.19287000,0.19362000,0.18977000,0.19030000,47690456.00000000
2025-03-26 04:00:00,0.19030000,0.19171000,0.19003000,0.19126000,24781976.00000000
2025-03-26 05:00:00,0.19127000,0.19297000,0.19043000,0.19291000,38440994.00000000
2025-03-26 06:00:00,0.19290000,0.19497000,0.19235000,0.19471000,43256071.00000000
2025-03-26 07:00:00,0.19471000,0.20205000,0.19382000,0.20126000,215106960.00000000
