post_id,author,body,score,created_utc,date
1kdosfd,angelosgazelis,"what ? who said that ? lunc is already crashed to the ground it cant crash, at least not anymore  but shib ? why ?",5,1746266376.0,2025-05-03 09:59:36
1kdosfd,AgileIgloo,"This is ridiculous, this entire post needs to be bleached from my brain.",5,1746281969.0,2025-05-03 14:19:29
1kdosfd,itriedtoplaynice,It’s called clickbait and you fell for it.,2,1746321665.0,2025-05-04 01:21:05
1kdosfd,DANDELOREAN,Guys. I think shib can find new and EXCITING ways to crash!,1,1746285504.0,2025-05-03 15:18:24
1kdosfd,xproofx,If Shib makes it to 0.01 a coin I'll shit on the table and eat it.. I'll be rich as fuck so I won't care.,1,1746320571.0,2025-05-04 01:02:51
1kdosfd,Scared_Brilliant6410,Miss Cleo knows!,1,1746503321.0,2025-05-06 03:48:41
1kdosfd,wavaif4824,believing in a prophecy from a YouTuber about any future moves with crypto has to be the most gullible thing I've ever seen.,1,1746290363.0,2025-05-03 16:39:23
