post_id,author,body,score,created_utc,date
1j2ey5a,Warminsandiego,No.,14,1741007352.0,2025-03-03 13:09:12
1j2ey5a,Sad-Barber-9393,Been the same for 4 years… Shiba Inu is a depreciated asset. Until devs create a realistic major burn mechanism or some actual utility or both Shib is not going anywhere but down.,11,1741039547.0,2025-03-03 22:05:47
1j2ey5a,scottyjay10,No,10,1741012178.0,2025-03-03 14:29:38
1j2ey5a,hartshornd,Nope and next surge I’d suggest abandoning ship,5,1741021044.0,2025-03-03 16:57:24
1j2ey5a,penguinwrestler22,No,8,1741011370.0,2025-03-03 14:16:10
1j2ey5a,MonacoFranzee,will happen the day after you sold,4,1741024253.0,2025-03-03 17:50:53
1j2ey5a,Kicker206,Nope. Not yet.,3,1741013917.0,2025-03-03 14:58:37
1j2ey5a,Affectionate_Seat959,"🤣😂🤣😂🤣😂🤣389 Million is a drip in the bucket compared to total circulation. I will get wet and sticky excited, when I see 389 trillion burnt.",2,1741076839.0,2025-03-04 08:27:19
1j2ey5a,StaggeringBeerMan,WOW you said 3 almost 400M that’s with a huge M. To make a dent. You need a B after the end of that.,2,1741090271.0,2025-03-04 12:11:11
1j2ey5a,Ironbeast007,It needs to burn 589 trillion then it'll have an effect.,2,1741119579.0,2025-03-04 20:19:39
1j2ey5a,edwardothegreatest,Every day.,1,1741017520.0,2025-03-03 15:58:40
1j2ey5a,HamburglarsHelper84,That isn’t shit compared to the max supply.,1,1741021662.0,2025-03-03 17:07:42
1j2ey5a,rendingale,"Lol, its not even B",1,1741023661.0,2025-03-03 17:41:01
1j2ey5a,Huitzila,Next time must be billions.,1,1741028518.0,2025-03-03 19:01:58
1j2ey5a,ChiefRasta,Nahh that ain’t it yall,1,1741033864.0,2025-03-03 20:31:04
1j2ey5a,Revolutionary_Pr1ce,Yes,1,1741035644.0,2025-03-03 21:00:44
1j2ey5a,No_Fox9998,yeah pointing downwards as it has been for the most part.,1,1741037234.0,2025-03-03 21:27:14
1j2ey5a,cinesias,Get ready to buy the dip.,1,1741045348.0,2025-03-03 23:42:28
1j2ey5a,Cronic00,😂 not even a dent in the supply,1,1741050571.0,2025-03-04 01:09:31
1j2ey5a,Netflixandmeal,"That’s like $4,600. That’s nothing.",1,1741055816.0,2025-03-04 02:36:56
1j2ey5a,Dantecz1,Shib is dead. Buy pi instead 😏,1,1741055907.0,2025-03-04 02:38:27
1j2ey5a,Longjumping-Fox-4738,"No, just more people being scammed",1,1741056318.0,2025-03-04 02:45:18
1j2ey5a,jvd_808,No,1,1741067438.0,2025-03-04 05:50:38
1j2ey5a,Many-Exercise1899,Yes. A breakout to 0,1,1741067852.0,2025-03-04 05:57:32
1j2ey5a,Keosxcol19,No,1,1741072367.0,2025-03-04 07:12:47
1j2ey5a,nowwhatwasidoing,Nope,1,1741098363.0,2025-03-04 14:26:03
1j2ey5a,Environmental_Ant634,Doesn't make a difference.,1,1741112678.0,2025-03-04 18:24:38
1j2ey5a,Jazzlike-Ad3171,They could burn 389 billion and it wouldn’t move the needle,1,1741137816.0,2025-03-05 01:23:36
1j2ey5a,Emotional-Solution71,Nothing is on the horizon.  Nothing. And if there was going to be the orange Cheeto will destroy it.,1,1741140180.0,2025-03-05 02:03:00
1j2ey5a,Intrepid_Upstairs243,That’s such a small amount of their supply. They better get to burning.,1,1741149621.0,2025-03-05 04:40:21
1j2ey5a,Frost172,🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡,1,1741149697.0,2025-03-05 04:41:37
1j2ey5a,Ohiosvery_own,Hell naw,1,1741177481.0,2025-03-05 12:24:41
1j2ey5a,Scary-Specialist6894,No,1,1741239123.0,2025-03-06 05:32:03
1j2ey5a,Original-Standard-42,Funny thing is they didn't even burn 349 million..not e enough close ..in fact they haven't burned 349 million in the entire year of 2025 yet,1,1741239234.0,2025-03-06 05:33:54
1j2ey5a,GyroSpur1,Maybe if they burned 300 trillion,1,1741352582.0,2025-03-07 13:03:02
1j2ey5a,Moist-Floor-9851,No and remember kiddos this would have to be billions or trillions to mean anything,1,1741378882.0,2025-03-07 20:21:22
1j2ey5a,Richardthe3rdleg,"what is their current burn mechanism?  Sending the coins to ""dead wallet"" that can later be un dead",6,1741040474.0,2025-03-03 22:21:14
1j2ey5a,polyarmory80pct,Or a T,2,1741203926.0,2025-03-05 19:45:26
1j2ey5a,Cronic00,Trillions…,1,1741050626.0,2025-03-04 01:10:26
1j2ey5a,StaggeringBeerMan,Most likely a Tlol,1,1741209468.0,2025-03-05 21:17:48
