post_id,author,body,score,created_utc,date
1jf35au,phi_curious,Love them 🧡 the summaries today are funny haha,8,1742406967.0,2025-03-19 17:56:07
1jf35au,Libzors,Hey it’s The Daily Kendu 🗞📰,7,1742407308.0,2025-03-19 18:01:48
1jf35au,UrbanPKMonkey,I think I have the prompt pretty much nailed and it has been consistent. You are steaming ahead at number one again!!,8,1742407339.0,2025-03-19 18:02:19
1jf35au,UrbanPKMonkey,I like that name 👀🗞️,4,1742412831.0,2025-03-19 19:33:51
1jf35au,phi_curious,"It keeps my motivation high, not gonna lie haha 😆",5,1742408877.0,2025-03-19 18:27:57
1jf35au,UrbanPKMonkey,"If the recaps and stats keep you and others motivated, then I’ll keep doing them 😂",5,1742412786.0,2025-03-19 19:33:06
1jf35au,phi_curious,"They don’t only motivate me, they are already a highlight for me!   Wanna be guest on the space Lorniko and I are hosting? I think people would love to hear from you",7,1742415891.0,2025-03-19 20:24:51
1jeux65,phi_curious,Thank you for your work 🫡🫡,3,1742415909.0,2025-03-19 20:25:09
1jeux65,preskooo9720,Godsend,1,1742741501.0,2025-03-23 14:51:41
1jetimd,DuschgelVonAxe,Just did so.,6,1742380673.0,2025-03-19 10:37:53
1jeo7ed,skillmattic,Let's blast this raid into HYPERDRIVE LES GOOOOO!!!,4,1742363775.0,2025-03-19 05:56:15
1jemh8r,TheGDC33,"Ahh, great minds. I saw your reply on X and replied and then posted it on TG hoping people will keep it going! You are a legend!",7,1742351557.0,2025-03-19 02:32:37
1jemh8r,bigboydesomo,https://x.com/Kenduisking/status/1902254876517597368  Smash it next post,6,1742367917.0,2025-03-19 07:05:17
1jemh8r,cringyusername_123,Those engagement farming kols never come through with their promised buys. But it's still good to spread the Kendu word ofc,3,1742397927.0,2025-03-19 15:25:27
1jemh8r,skillmattic,"All love, we are a team, we are legends❣️🤩🫡🪖🦊",5,1742354421.0,2025-03-19 03:20:21
1jemh8r,skillmattic,Lets go!,4,1742368621.0,2025-03-19 07:17:01
1jemh8r,skillmattic,"Yea, I didn't believe it, I just looked at the number of followers. However Josh noted to leave those types of raids alone, there is no constructive reach with them🫡thanks chad!",3,1742422750.0,2025-03-19 22:19:10
1jemh8r,TheGDC33,Are you in the TG? User Chico maybe?,6,1742384128.0,2025-03-19 11:35:28
1jemh8r,skillmattic,That's me😎,3,1742422768.0,2025-03-19 22:19:28
1jemh8r,TheGDC33,Nice I just figured it out last night after piecing my comments and other messages together!,3,1742423569.0,2025-03-19 22:32:49
1jemh8r,skillmattic,😎,2,1742434395.0,2025-03-20 01:33:15
