post_id,author,body,score,created_utc,date
1gphi9l,DredgenRegime,I think SHIB will have faster growth if what Trump says about making the US a crypto superpower is true,8,1731411254.0,2024-11-12 11:34:14
1gphi9l,HateTo-be-that-guy,hope so . i have 750 million shib… if i ever made 3 million of more profit i would sell it all and retire. i dont need to be mega rich.,3,1731511234.0,2024-11-13 15:20:34
1gphi9l,[deleted],Congrats on good estimation. I agree with you. Did you sell at any point some of doge or shibainu?,2,1731419598.0,2024-11-12 13:53:18
1gphi9l,Ill-Associate3745,And after $bonk is. Better get it before it gets on robinhood. Its already on coinbase   https://crypto.com/app/nevcgz7w9r,1,1731446158.0,2024-11-12 21:15:58
1gphi9l,Flimsy_Solution5383,Is bonk getting on robinhood U.S.?,1,1731463575.0,2024-11-13 02:06:15
1gphi9l,Ill-Associate3745,Would be amazing,1,1732889124.0,2024-11-29 14:05:24
1gphi9l,michaeljai24,Hold,1,1731552799.0,2024-11-14 02:53:19
1gp3lv2,Muito2,Cool illustration! 76M+ and holding,23,1731361381.0,2024-11-11 21:43:01
1gp3lv2,Goeatafishstinky,Damnnn 😳,3,1731362208.0,2024-11-11 21:56:48
1gp3lv2,YiggityYeetYT,Got 1.2 billion at .17. This baby is gunna buy me a house,19,1731367684.0,2024-11-11 23:28:04
1gp3lv2,uxdar001,5 mill shares in lets ride,19,1731360460.0,2024-11-11 21:27:40
1gp3lv2,ImportantIntention19,I have a little over a million and three hundred. Pretty sure I’m not lucky enough for it to really make anything for me but I can hope. Lol,7,1731393632.0,2024-11-12 06:40:32
1gp3lv2,terptester_,"Is it worth buying now or am I just getting FOMO, LOL",5,1731363307.0,2024-11-11 22:15:07
1gp3lv2,PurplePoets,I went back in at .000025 I think now is an okay spot. Bitcoin went from 80k to 86.6k in the past... less than 24 hours,13,1731364691.0,2024-11-11 22:38:11
1gp3lv2,Sosa_Socks,"I'm buying as we speak. Long term you get so many coins for such little money. 50$ right now gets your a million coins. It's worth it for a dream honestly. If it hits a penny, or a dollar it's gonna be some money",2,1731696724.0,2024-11-15 18:52:04
1gp3lv2,[deleted],56 Mill and HODLing,6,1731389087.0,2024-11-12 05:24:47
1gp3lv2,LingonberryFuzzy3694,1 mil and holding…. 😝,5,1731393389.0,2024-11-12 06:36:29
1gp3lv2,Rich_Drip33,38mil and Shiba,6,1731380390.0,2024-11-12 02:59:50
1gp3lv2,Tshuck89,"I got 163 million Shib, just over here HODLing!",4,1731399036.0,2024-11-12 08:10:36
1gp3lv2,whenyoda,Let's drop 2 zeros!,5,1731479355.0,2024-11-13 06:29:15
1gp3lv2,No_Travel_4899,To the moon baby,3,1731370444.0,2024-11-12 00:14:04
1gp3lv2,Janus8797,47 mil and holding,3,1731390280.0,2024-11-12 05:44:40
1gp3lv2,asnroy,12 mil and HODLing!!,3,1731406564.0,2024-11-12 10:16:04
1gp3lv2,MonacoFranzee,I am a bit disappointed from Shib compared to Doge,3,1731411498.0,2024-11-12 11:38:18
1gp3lv2,TerriblePabz,20M and these Diamond hands don't let go  In all seriousness I completely forgot I even had them until I saw this 🤣,3,1731444506.0,2024-11-12 20:48:26
1gp3lv2,Thymetobefunny,🍻🍻🍻🤠🤠🤠🤠🚀✊✊😂🚀🚀,2,1731388579.0,2024-11-12 05:16:19
1gp3lv2,Homerjamesholmes,![gif](emote|free_emotes_pack|upvote)![gif](emote|free_emotes_pack|upvote)![gif](emote|free_emotes_pack|upvote)![gif](emote|free_emotes_pack|upvote),2,1731410301.0,2024-11-12 11:18:21
1gp3lv2,stidwe,"Seems to be going down today, hoping for the best",2,1731431370.0,2024-11-12 17:09:30
1gp3lv2,StructureWestern3395,Don’t jinx it shhh,2,1731435806.0,2024-11-12 18:23:26
1gp3lv2,Alpha-Genius,150mil since 2021 HODL,2,1731529319.0,2024-11-13 20:21:59
1gp3lv2,Fair-Argument-9650,5 billion and holding,2,1731532077.0,2024-11-13 21:07:57
1gp3lv2,DraftAmbitious6591,Had 39M. Knew I was gonna regret selling it 😓,2,1731534963.0,2024-11-13 21:56:03
